Categoria;Palabra;Pc;Ptc;Apariciones
CienciaFiccion;romántico;0.21505376344086022;0.001834862385321101;0
Comedia;romántica;0.21505376344086022;0.0026666666666666666;0
Misterio;romántica;0.21505376344086022;0.0027397260273972603;0
Infantil;romántica;0.21505376344086022;0.0024096385542168677;0
Romantica;romántica;0.13978494623655913;0.05128205128205128;15
CienciaFiccion;romántica;0.21505376344086022;0.001834862385321101;0
Comedia;romance;0.21505376344086022;0.0026666666666666666;0
Misterio;romance;0.21505376344086022;0.0027397260273972603;0
Infantil;romance;0.21505376344086022;0.0024096385542168677;0
Romantica;romance;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;romance;0.21505376344086022;0.001834862385321101;0
Comedia;relación;0.21505376344086022;0.021333333333333333;7
Misterio;relación;0.21505376344086022;0.030136986301369864;10
Infantil;relación;0.21505376344086022;0.0024096385542168677;0
Romantica;relación;0.13978494623655913;0.08974358974358974;27
CienciaFiccion;relación;0.21505376344086022;0.007339449541284404;3
Comedia;pareja;0.21505376344086022;0.024;8
Misterio;pareja;0.21505376344086022;0.005479452054794521;1
Infantil;pareja;0.21505376344086022;0.0024096385542168677;0
Romantica;pareja;0.13978494623655913;0.035256410256410256;10
CienciaFiccion;pareja;0.21505376344086022;0.001834862385321101;0
Comedia;novio;0.21505376344086022;0.0026666666666666666;0
Misterio;novio;0.21505376344086022;0.0027397260273972603;0
Infantil;novio;0.21505376344086022;0.0024096385542168677;0
Romantica;novio;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;novio;0.21505376344086022;0.005504587155963303;2
Comedia;novia;0.21505376344086022;0.008;2
Misterio;novia;0.21505376344086022;0.005479452054794521;1
Infantil;novia;0.21505376344086022;0.0024096385542168677;0
Romantica;novia;0.13978494623655913;0.00641025641025641;1
CienciaFiccion;novia;0.21505376344086022;0.001834862385321101;0
Comedia;gay;0.21505376344086022;0.0026666666666666666;0
Misterio;gay;0.21505376344086022;0.0027397260273972603;0
Infantil;gay;0.21505376344086022;0.0024096385542168677;0
Romantica;gay;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;gay;0.21505376344086022;0.001834862385321101;0
Comedia;apasionante;0.21505376344086022;0.0026666666666666666;0
Misterio;apasionante;0.21505376344086022;0.005479452054794521;1
Infantil;apasionante;0.21505376344086022;0.0024096385542168677;0
Romantica;apasionante;0.13978494623655913;0.01282051282051282;3
CienciaFiccion;apasionante;0.21505376344086022;0.001834862385321101;0
Comedia;pasión;0.21505376344086022;0.005333333333333333;1
Misterio;pasión;0.21505376344086022;0.0027397260273972603;0
Infantil;pasión;0.21505376344086022;0.004819277108433735;1
Romantica;pasión;0.13978494623655913;0.022435897435897436;6
CienciaFiccion;pasión;0.21505376344086022;0.001834862385321101;0
Comedia;ñoña;0.21505376344086022;0.0026666666666666666;0
Misterio;ñoña;0.21505376344086022;0.0027397260273972603;0
Infantil;ñoña;0.21505376344086022;0.0024096385542168677;0
Romantica;ñoña;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;ñoña;0.21505376344086022;0.001834862385321101;0
Comedia;ciencia;0.21505376344086022;0.005333333333333333;1
Misterio;ciencia;0.21505376344086022;0.00821917808219178;2
Infantil;ciencia;0.21505376344086022;0.0024096385542168677;0
Romantica;ciencia;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;ciencia;0.21505376344086022;0.09357798165137615;50
Comedia;ficción;0.21505376344086022;0.005333333333333333;1
Misterio;ficción;0.21505376344086022;0.010958904109589041;3
Infantil;ficción;0.21505376344086022;0.0024096385542168677;0
Romantica;ficción;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;ficción;0.21505376344086022;0.13394495412844037;72
Comedia;ficciones;0.21505376344086022;0.0026666666666666666;0
Misterio;ficciones;0.21505376344086022;0.0027397260273972603;0
Infantil;ficciones;0.21505376344086022;0.0024096385542168677;0
Romantica;ficciones;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;ficciones;0.21505376344086022;0.005504587155963303;2
Comedia;fantasía;0.21505376344086022;0.0026666666666666666;0
Misterio;fantasía;0.21505376344086022;0.0027397260273972603;0
Infantil;fantasía;0.21505376344086022;0.0024096385542168677;0
Romantica;fantasía;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;fantasía;0.21505376344086022;0.014678899082568808;7
Comedia;fantástico;0.21505376344086022;0.0026666666666666666;0
Misterio;fantástico;0.21505376344086022;0.0027397260273972603;0
Infantil;fantástico;0.21505376344086022;0.0024096385542168677;0
Romantica;fantástico;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;fantástico;0.21505376344086022;0.01651376146788991;8
Comedia;fantástica;0.21505376344086022;0.0026666666666666666;0
Misterio;fantástica;0.21505376344086022;0.0027397260273972603;0
Infantil;fantástica;0.21505376344086022;0.0024096385542168677;0
Romantica;fantástica;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;fantástica;0.21505376344086022;0.005504587155963303;2
Comedia;fantásticos;0.21505376344086022;0.0026666666666666666;0
Misterio;fantásticos;0.21505376344086022;0.005479452054794521;1
Infantil;fantásticos;0.21505376344086022;0.0024096385542168677;0
Romantica;fantásticos;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;fantásticos;0.21505376344086022;0.009174311926605505;4
Comedia;fantásticos;0.21505376344086022;0.0026666666666666666;0
Misterio;fantásticos;0.21505376344086022;0.005479452054794521;1
Infantil;fantásticos;0.21505376344086022;0.0024096385542168677;0
Romantica;fantásticos;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;fantásticos;0.21505376344086022;0.009174311926605505;4
Comedia;increíble;0.21505376344086022;0.0026666666666666666;0
Misterio;increíble;0.21505376344086022;0.0027397260273972603;0
Infantil;increíble;0.21505376344086022;0.0024096385542168677;0
Romantica;increíble;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;increíble;0.21505376344086022;0.025688073394495414;13
Comedia;increíbles;0.21505376344086022;0.0026666666666666666;0
Misterio;increíbles;0.21505376344086022;0.0027397260273972603;0
Infantil;increíbles;0.21505376344086022;0.0024096385542168677;0
Romantica;increíbles;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;increíbles;0.21505376344086022;0.01651376146788991;8
Comedia;fenómeno;0.21505376344086022;0.0026666666666666666;0
Misterio;fenómeno;0.21505376344086022;0.0027397260273972603;0
Infantil;fenómeno;0.21505376344086022;0.0024096385542168677;0
Romantica;fenómeno;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;fenómeno;0.21505376344086022;0.005504587155963303;2
Comedia;fenómenos;0.21505376344086022;0.0026666666666666666;0
Misterio;fenómenos;0.21505376344086022;0.0027397260273972603;0
Infantil;fenómenos;0.21505376344086022;0.0024096385542168677;0
Romantica;fenómenos;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;fenómenos;0.21505376344086022;0.005504587155963303;2
Comedia;poder;0.21505376344086022;0.008;2
Misterio;poder;0.21505376344086022;0.00821917808219178;2
Infantil;poder;0.21505376344086022;0.00963855421686747;3
Romantica;poder;0.13978494623655913;0.009615384615384616;2
CienciaFiccion;poder;0.21505376344086022;0.029357798165137616;15
Comedia;poderes;0.21505376344086022;0.0026666666666666666;0
Misterio;poderes;0.21505376344086022;0.00821917808219178;2
Infantil;poderes;0.21505376344086022;0.0024096385542168677;0
Romantica;poderes;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;poderes;0.21505376344086022;0.06422018348623854;34
Comedia;sobrenatural;0.21505376344086022;0.0026666666666666666;0
Misterio;sobrenatural;0.21505376344086022;0.00821917808219178;2
Infantil;sobrenatural;0.21505376344086022;0.0024096385542168677;0
Romantica;sobrenatural;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;sobrenatural;0.21505376344086022;0.023853211009174313;12
Comedia;sobrenaturales;0.21505376344086022;0.0026666666666666666;0
Misterio;sobrenaturales;0.21505376344086022;0.005479452054794521;1
Infantil;sobrenaturales;0.21505376344086022;0.004819277108433735;1
Romantica;sobrenaturales;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;sobrenaturales;0.21505376344086022;0.03486238532110092;18
Comedia;extraño;0.21505376344086022;0.0026666666666666666;0
Misterio;extraño;0.21505376344086022;0.005479452054794521;1
Infantil;extraño;0.21505376344086022;0.007228915662650603;2
Romantica;extraño;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;extraño;0.21505376344086022;0.012844036697247707;6
Comedia;extraña;0.21505376344086022;0.0026666666666666666;0
Misterio;extraña;0.21505376344086022;0.00821917808219178;2
Infantil;extraña;0.21505376344086022;0.0024096385542168677;0
Romantica;extraña;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;extraña;0.21505376344086022;0.02018348623853211;10
Comedia;extraños;0.21505376344086022;0.0026666666666666666;0
Misterio;extraños;0.21505376344086022;0.005479452054794521;1
Infantil;extraños;0.21505376344086022;0.004819277108433735;1
Romantica;extraños;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;extraños;0.21505376344086022;0.023853211009174313;12
Comedia;extrañas;0.21505376344086022;0.008;2
Misterio;extrañas;0.21505376344086022;0.00821917808219178;2
Infantil;extrañas;0.21505376344086022;0.0024096385542168677;0
Romantica;extrañas;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;extrañas;0.21505376344086022;0.012844036697247707;6
Comedia;irreal;0.21505376344086022;0.0026666666666666666;0
Misterio;irreal;0.21505376344086022;0.0027397260273972603;0
Infantil;irreal;0.21505376344086022;0.0024096385542168677;0
Romantica;irreal;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;irreal;0.21505376344086022;0.012844036697247707;6
Comedia;irreales;0.21505376344086022;0.0026666666666666666;0
Misterio;irreales;0.21505376344086022;0.0027397260273972603;0
Infantil;irreales;0.21505376344086022;0.0024096385542168677;0
Romantica;irreales;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;irreales;0.21505376344086022;0.011009174311926606;5
Comedia;extraterrestre;0.21505376344086022;0.016;5
Misterio;extraterrestre;0.21505376344086022;0.0027397260273972603;0
Infantil;extraterrestre;0.21505376344086022;0.0024096385542168677;0
Romantica;extraterrestre;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;extraterrestre;0.21505376344086022;0.007339449541284404;3
Comedia;extraterrestres;0.21505376344086022;0.005333333333333333;1
Misterio;extraterrestres;0.21505376344086022;0.0027397260273972603;0
Infantil;extraterrestres;0.21505376344086022;0.0024096385542168677;0
Romantica;extraterrestres;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;extraterrestres;0.21505376344086022;0.014678899082568808;7
Comedia;sorprendente;0.21505376344086022;0.0026666666666666666;0
Misterio;sorprendente;0.21505376344086022;0.0027397260273972603;0
Infantil;sorprendente;0.21505376344086022;0.0024096385542168677;0
Romantica;sorprendente;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;sorprendente;0.21505376344086022;0.001834862385321101;0
Comedia;sorprendentes;0.21505376344086022;0.0026666666666666666;0
Misterio;sorprendentes;0.21505376344086022;0.0027397260273972603;0
Infantil;sorprendentes;0.21505376344086022;0.0024096385542168677;0
Romantica;sorprendentes;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;sorprendentes;0.21505376344086022;0.003669724770642202;1
Comedia;ciencia;0.21505376344086022;0.005333333333333333;1
Misterio;ciencia;0.21505376344086022;0.00821917808219178;2
Infantil;ciencia;0.21505376344086022;0.0024096385542168677;0
Romantica;ciencia;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;ciencia;0.21505376344086022;0.09357798165137615;50
Comedia;científico;0.21505376344086022;0.0026666666666666666;0
Misterio;científico;0.21505376344086022;0.0027397260273972603;0
Infantil;científico;0.21505376344086022;0.0024096385542168677;0
Romantica;científico;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;científico;0.21505376344086022;0.001834862385321101;0
Comedia;científica;0.21505376344086022;0.0026666666666666666;0
Misterio;científica;0.21505376344086022;0.005479452054794521;1
Infantil;científica;0.21505376344086022;0.0024096385542168677;0
Romantica;científica;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;científica;0.21505376344086022;0.007339449541284404;3
Comedia;científicos;0.21505376344086022;0.005333333333333333;1
Misterio;científicos;0.21505376344086022;0.00821917808219178;2
Infantil;científicos;0.21505376344086022;0.0024096385542168677;0
Romantica;científicos;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;científicos;0.21505376344086022;0.005504587155963303;2
Comedia;científicas;0.21505376344086022;0.0026666666666666666;0
Misterio;científicas;0.21505376344086022;0.0027397260273972603;0
Infantil;científicas;0.21505376344086022;0.0024096385542168677;0
Romantica;científicas;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;científicas;0.21505376344086022;0.003669724770642202;1
Comedia;extraterrestre;0.21505376344086022;0.016;5
Misterio;extraterrestre;0.21505376344086022;0.0027397260273972603;0
Infantil;extraterrestre;0.21505376344086022;0.0024096385542168677;0
Romantica;extraterrestre;0.13978494623655913;0.003205128205128205;0
CienciaFiccion;extraterrestre;0.21505376344086022;0.007339449541284404;3
